Count	Timestamp	Time since start (s)		Cray node E (J)	Cray cpu E (J)	Cray memory E (J)	Cray node E since start (J)	Cray cpu E since start (J)	Cray memory E since start (J)	Cray node P (W)	Cray cpu P (W)	Cray memory P (W)	Cray node P calc (W)	Cray cpu P calc (W)	Cray memory P calc (W)	Cpufreq frequency (MHz)	Cray frequency (MHz)	
--- EMON TAG START: application_summary
360	2019-08-21 17:14:59	180.000000	697156261.000000	403176264.000000	46633350.000000	22890.000000	14285.000000	2311.000000	69.000000	71.000000	9.000000	72.000000	44.000000	6.000000	1301.000000	10.000000	
361	2019-08-21 17:15:00	181.000000	697156295.000000	403176282.000000	46633353.000000	22924.000000	14303.000000	2314.000000	68.000000	34.000000	5.000000	68.000000	36.000000	6.000000	1301.000000	10.000000	
362	2019-08-21 17:15:00	181.000000	697156328.000000	403176304.000000	46633356.000000	22957.000000	14325.000000	2317.000000	67.000000	70.000000	12.000000	66.000000	44.000000	6.000000	1301.000000	10.000000	
363	2019-08-21 17:15:01	182.000000	697156362.000000	403176323.000000	46633359.000000	22991.000000	14344.000000	2320.000000	68.000000	35.000000	5.000000	68.000000	38.000000	6.000000	1301.000000	10.000000	
364	2019-08-21 17:15:01	182.000000	697156395.000000	403176342.000000	46633362.000000	23024.000000	14363.000000	2323.000000	67.000000	50.000000	6.000000	66.000000	38.000000	6.000000	1301.000000	10.000000	
365	2019-08-21 17:15:02	183.000000	697156428.000000	403176361.000000	46633364.000000	23057.000000	14382.000000	2325.000000	66.000000	36.000000	5.000000	66.000000	38.000000	4.000000	1301.000000	10.000000	
366	2019-08-21 17:15:02	183.000000	697156474.000000	403176396.000000	46633370.000000	23103.000000	14417.000000	2331.000000	129.000000	81.000000	14.000000	92.000000	70.000000	12.000000	1301.000000	10.000000	
367	2019-08-21 17:15:03	184.000000	697156539.000000	403176437.000000	46633377.000000	23168.000000	14458.000000	2338.000000	133.000000	81.000000	14.000000	130.000000	82.000000	14.000000	1301.000000	10.000000	
368	2019-08-21 17:15:03	184.000000	697156603.000000	403176477.000000	46633383.000000	23232.000000	14498.000000	2344.000000	130.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
369	2019-08-21 17:15:04	185.000000	697156668.000000	403176517.000000	46633390.000000	23297.000000	14538.000000	2351.000000	127.000000	79.000000	13.000000	130.000000	80.000000	14.000000	1301.000000	10.000000	
370	2019-08-21 17:15:04	185.000000	697156731.000000	403176557.000000	46633396.000000	23360.000000	14578.000000	2357.000000	127.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
371	2019-08-21 17:15:05	186.000000	697156795.000000	403176596.000000	46633402.000000	23424.000000	14617.000000	2363.000000	127.000000	80.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
372	2019-08-21 17:15:05	186.000000	697156859.000000	403176636.000000	46633409.000000	23488.000000	14657.000000	2370.000000	127.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
373	2019-08-21 17:15:06	187.000000	697156922.000000	403176676.000000	46633415.000000	23551.000000	14697.000000	2376.000000	128.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
374	2019-08-21 17:15:06	187.000000	697156986.000000	403176716.000000	46633421.000000	23615.000000	14737.000000	2382.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
375	2019-08-21 17:15:07	188.000000	697157050.000000	403176756.000000	46633428.000000	23679.000000	14777.000000	2389.000000	127.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
376	2019-08-21 17:15:07	188.000000	697157114.000000	403176796.000000	46633434.000000	23743.000000	14817.000000	2395.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
377	2019-08-21 17:15:08	189.000000	697157178.000000	403176836.000000	46633441.000000	23807.000000	14857.000000	2402.000000	128.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
378	2019-08-21 17:15:08	189.000000	697157241.000000	403176875.000000	46633447.000000	23870.000000	14896.000000	2408.000000	127.000000	80.000000	13.000000	126.000000	78.000000	12.000000	1301.000000	10.000000	
379	2019-08-21 17:15:09	190.000000	697157305.000000	403176915.000000	46633453.000000	23934.000000	14936.000000	2414.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
380	2019-08-21 17:15:09	190.000000	697157369.000000	403176955.000000	46633460.000000	23998.000000	14976.000000	2421.000000	128.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
381	2019-08-21 17:15:10	191.000000	697157433.000000	403176993.000000	46633466.000000	24062.000000	15014.000000	2427.000000	126.000000	67.000000	13.000000	128.000000	76.000000	12.000000	1301.000000	10.000000	
382	2019-08-21 17:15:10	191.000000	697157497.000000	403177036.000000	46633472.000000	24126.000000	15057.000000	2433.000000	129.000000	113.000000	13.000000	128.000000	86.000000	12.000000	1301.000000	10.000000	
383	2019-08-21 17:15:11	192.000000	697157574.000000	403177087.000000	46633479.000000	24203.000000	15108.000000	2440.000000	150.000000	116.000000	13.000000	154.000000	102.000000	14.000000	1301.000000	10.000000	
384	2019-08-21 17:15:11	192.000000	697157666.000000	403177155.000000	46633485.000000	24295.000000	15176.000000	2446.000000	196.000000	107.000000	14.000000	184.000000	136.000000	12.000000	1301.000000	10.000000	
385	2019-08-21 17:15:12	193.000000	697157745.000000	403177208.000000	46633492.000000	24374.000000	15229.000000	2453.000000	169.000000	116.000000	13.000000	158.000000	106.000000	14.000000	1301.000000	10.000000	
386	2019-08-21 17:15:12	193.000000	697157814.000000	403177247.000000	46633499.000000	24443.000000	15268.000000	2460.000000	130.000000	100.000000	19.000000	138.000000	78.000000	14.000000	1301.000000	10.000000	
387	2019-08-21 17:15:13	194.000000	697157878.000000	403177291.000000	46633506.000000	24507.000000	15312.000000	2467.000000	142.000000	116.000000	18.000000	128.000000	88.000000	14.000000	1301.000000	10.000000	
388	2019-08-21 17:15:13	194.000000	697157972.000000	403177360.000000	46633513.000000	24601.000000	15381.000000	2474.000000	195.000000	111.000000	17.000000	188.000000	138.000000	14.000000	1301.000000	10.000000	
389	2019-08-21 17:15:14	195.000000	697158054.000000	403177423.000000	46633521.000000	24683.000000	15444.000000	2482.000000	182.000000	151.000000	16.000000	164.000000	126.000000	16.000000	1301.000000	10.000000	
390	2019-08-21 17:15:14	195.000000	697158125.000000	403177466.000000	46633527.000000	24754.000000	15487.000000	2488.000000	132.000000	81.000000	13.000000	142.000000	86.000000	12.000000	1301.000000	10.000000	
391	2019-08-21 17:15:15	196.000000	697158215.000000	403177546.000000	46633535.000000	24844.000000	15567.000000	2496.000000	252.000000	189.000000	14.000000	180.000000	160.000000	16.000000	1301.000000	10.000000	
392	2019-08-21 17:15:15	196.000000	697158309.000000	403177595.000000	46633541.000000	24938.000000	15616.000000	2502.000000	138.000000	81.000000	13.000000	188.000000	98.000000	12.000000	1301.000000	10.000000	
393	2019-08-21 17:15:16	197.000000	697158373.000000	403177636.000000	46633548.000000	25002.000000	15657.000000	2509.000000	128.000000	81.000000	13.000000	128.000000	82.000000	14.000000	1301.000000	10.000000	
394	2019-08-21 17:15:16	197.000000	697158437.000000	403177676.000000	46633554.000000	25066.000000	15697.000000	2515.000000	128.000000	81.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
395	2019-08-21 17:15:17	198.000000	697158501.000000	403177716.000000	46633561.000000	25130.000000	15737.000000	2522.000000	129.000000	81.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
396	2019-08-21 17:15:17	198.000000	697158566.000000	403177756.000000	46633567.000000	25195.000000	15777.000000	2528.000000	129.000000	80.000000	13.000000	130.000000	80.000000	12.000000	1301.000000	10.000000	
397	2019-08-21 17:15:18	199.000000	697158630.000000	403177796.000000	46633573.000000	25259.000000	15817.000000	2534.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
398	2019-08-21 17:15:18	199.000000	697158694.000000	403177837.000000	46633580.000000	25323.000000	15858.000000	2541.000000	128.000000	80.000000	13.000000	128.000000	82.000000	14.000000	1301.000000	10.000000	
399	2019-08-21 17:15:19	200.000000	697158758.000000	403177877.000000	46633586.000000	25387.000000	15898.000000	2547.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
400	2019-08-21 17:15:19	200.000000	697158823.000000	403177917.000000	46633593.000000	25452.000000	15938.000000	2554.000000	128.000000	80.000000	13.000000	130.000000	80.000000	14.000000	1301.000000	10.000000	
401	2019-08-21 17:15:20	201.000000	697158887.000000	403177957.000000	46633599.000000	25516.000000	15978.000000	2560.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
402	2019-08-21 17:15:20	201.000000	697158951.000000	403177997.000000	46633606.000000	25580.000000	16018.000000	2567.000000	129.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
403	2019-08-21 17:15:21	202.000000	697159015.000000	403178038.000000	46633612.000000	25644.000000	16059.000000	2573.000000	128.000000	81.000000	13.000000	128.000000	82.000000	12.000000	1301.000000	10.000000	
404	2019-08-21 17:15:21	202.000000	697159079.000000	403178078.000000	46633619.000000	25708.000000	16099.000000	2580.000000	128.000000	81.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
405	2019-08-21 17:15:22	203.000000	697159154.000000	403178132.000000	46633625.000000	25783.000000	16153.000000	2586.000000	180.000000	81.000000	13.000000	150.000000	108.000000	12.000000	1301.000000	10.000000	
406	2019-08-21 17:15:22	203.000000	697159246.000000	403178201.000000	46633632.000000	25875.000000	16222.000000	2593.000000	196.000000	145.000000	13.000000	184.000000	138.000000	14.000000	1301.000000	10.000000	
407	2019-08-21 17:15:23	204.000000	697159327.000000	403178251.000000	46633638.000000	25956.000000	16272.000000	2599.000000	166.000000	81.000000	13.000000	162.000000	100.000000	12.000000	1301.000000	10.000000	
408	2019-08-21 17:15:23	204.000000	697159415.000000	403178319.000000	46633645.000000	26044.000000	16340.000000	2606.000000	200.000000	146.000000	13.000000	176.000000	136.000000	14.000000	1301.000000	10.000000	
409	2019-08-21 17:15:24	205.000000	697159500.000000	403178372.000000	46633652.000000	26129.000000	16393.000000	2613.000000	129.000000	81.000000	13.000000	170.000000	106.000000	14.000000	1301.000000	10.000000	
410	2019-08-21 17:15:24	205.000000	697159576.000000	403178419.000000	46633659.000000	26205.000000	16440.000000	2620.000000	133.000000	84.000000	13.000000	152.000000	94.000000	14.000000	1301.000000	10.000000	
411	2019-08-21 17:15:25	206.000000	697159646.000000	403178474.000000	46633665.000000	26275.000000	16495.000000	2626.000000	147.000000	182.000000	14.000000	140.000000	110.000000	12.000000	1301.000000	10.000000	
412	2019-08-21 17:15:25	206.000000	697159756.000000	403178548.000000	46633672.000000	26385.000000	16569.000000	2633.000000	210.000000	81.000000	13.000000	220.000000	148.000000	14.000000	1301.000000	10.000000	
413	2019-08-21 17:15:26	207.000000	697159822.000000	403178589.000000	46633679.000000	26451.000000	16610.000000	2640.000000	132.000000	82.000000	13.000000	132.000000	82.000000	14.000000	1301.000000	10.000000	
414	2019-08-21 17:15:26	207.000000	697159893.000000	403178639.000000	46633686.000000	26522.000000	16660.000000	2647.000000	166.000000	117.000000	15.000000	142.000000	100.000000	14.000000	1301.000000	10.000000	
415	2019-08-21 17:15:27	208.000000	697159979.000000	403178703.000000	46633693.000000	26608.000000	16724.000000	2654.000000	197.000000	145.000000	13.000000	172.000000	128.000000	14.000000	1301.000000	10.000000	
416	2019-08-21 17:15:27	208.000000	697160066.000000	403178761.000000	46633699.000000	26695.000000	16782.000000	2660.000000	135.000000	131.000000	13.000000	174.000000	116.000000	12.000000	1301.000000	10.000000	
417	2019-08-21 17:15:28	209.000000	697160154.000000	403178831.000000	46633706.000000	26783.000000	16852.000000	2667.000000	200.000000	148.000000	15.000000	176.000000	140.000000	14.000000	1301.000000	10.000000	
418	2019-08-21 17:15:28	209.000000	697160244.000000	403178891.000000	46633713.000000	26873.000000	16912.000000	2674.000000	145.000000	82.000000	13.000000	180.000000	120.000000	14.000000	1301.000000	10.000000	
419	2019-08-21 17:15:29	210.000000	697160327.000000	403178944.000000	46633720.000000	26956.000000	16965.000000	2681.000000	182.000000	95.000000	13.000000	166.000000	106.000000	14.000000	1301.000000	10.000000	
420	2019-08-21 17:15:29	210.000000	697160396.000000	403178994.000000	46633726.000000	27025.000000	17015.000000	2687.000000	149.000000	134.000000	13.000000	138.000000	100.000000	12.000000	1301.000000	10.000000	
421	2019-08-21 17:15:30	211.000000	697160510.000000	403179065.000000	46633733.000000	27139.000000	17086.000000	2694.000000	205.000000	81.000000	13.000000	228.000000	142.000000	14.000000	1301.000000	10.000000	
422	2019-08-21 17:15:30	211.000000	697160576.000000	403179106.000000	46633739.000000	27205.000000	17127.000000	2700.000000	131.000000	82.000000	13.000000	132.000000	82.000000	12.000000	1301.000000	10.000000	
423	2019-08-21 17:15:31	212.000000	697160648.000000	403179158.000000	46633746.000000	27277.000000	17179.000000	2707.000000	167.000000	131.000000	13.000000	144.000000	104.000000	14.000000	1301.000000	10.000000	
424	2019-08-21 17:15:31	212.000000	697160736.000000	403179222.000000	46633753.000000	27365.000000	17243.000000	2714.000000	197.000000	147.000000	13.000000	176.000000	128.000000	14.000000	1301.000000	10.000000	
425	2019-08-21 17:15:32	213.000000	697160821.000000	403179278.000000	46633759.000000	27450.000000	17299.000000	2720.000000	134.000000	105.000000	13.000000	170.000000	112.000000	12.000000	1301.000000	10.000000	
426	2019-08-21 17:15:32	213.000000	697160904.000000	403179345.000000	46633766.000000	27533.000000	17366.000000	2727.000000	200.000000	147.000000	14.000000	166.000000	134.000000	14.000000	1301.000000	10.000000	
427	2019-08-21 17:15:33	214.000000	697160997.000000	403179404.000000	46633773.000000	27626.000000	17425.000000	2734.000000	163.000000	82.000000	13.000000	186.000000	118.000000	14.000000	1301.000000	10.000000	
428	2019-08-21 17:15:33	214.000000	697161079.000000	403179458.000000	46633779.000000	27708.000000	17479.000000	2740.000000	178.000000	85.000000	13.000000	164.000000	108.000000	12.000000	1301.000000	10.000000	
429	2019-08-21 17:15:34	215.000000	697161146.000000	403179508.000000	46633786.000000	27775.000000	17529.000000	2747.000000	148.000000	117.000000	17.000000	134.000000	100.000000	14.000000	1301.000000	10.000000	
430	2019-08-21 17:15:34	215.000000	697161260.000000	403179583.000000	46633793.000000	27889.000000	17604.000000	2754.000000	206.000000	82.000000	13.000000	228.000000	150.000000	14.000000	1301.000000	10.000000	
431	2019-08-21 17:15:35	216.000000	697161327.000000	403179631.000000	46633799.000000	27956.000000	17652.000000	2760.000000	132.000000	83.000000	13.000000	134.000000	96.000000	12.000000	1301.000000	10.000000	
432	2019-08-21 17:15:35	216.000000	697161400.000000	403179682.000000	46633806.000000	28029.000000	17703.000000	2767.000000	172.000000	120.000000	15.000000	146.000000	102.000000	14.000000	1301.000000	10.000000	
433	2019-08-21 17:15:36	217.000000	697161488.000000	403179750.000000	46633813.000000	28117.000000	17771.000000	2774.000000	198.000000	147.000000	13.000000	176.000000	136.000000	14.000000	1301.000000	10.000000	
434	2019-08-21 17:15:36	217.000000	697161575.000000	403179813.000000	46633819.000000	28204.000000	17834.000000	2780.000000	169.000000	127.000000	13.000000	174.000000	126.000000	12.000000	1301.000000	10.000000	
435	2019-08-21 17:15:37	218.000000	697161665.000000	403179880.000000	46633826.000000	28294.000000	17901.000000	2787.000000	201.000000	146.000000	14.000000	180.000000	134.000000	14.000000	1301.000000	10.000000	
436	2019-08-21 17:15:37	218.000000	697161751.000000	403179942.000000	46633834.000000	28380.000000	17963.000000	2795.000000	145.000000	136.000000	18.000000	172.000000	124.000000	16.000000	1301.000000	10.000000	
437	2019-08-21 17:15:38	219.000000	697161830.000000	403179989.000000	46633841.000000	28459.000000	18010.000000	2802.000000	134.000000	85.000000	13.000000	158.000000	94.000000	14.000000	1301.000000	10.000000	
438	2019-08-21 17:15:38	219.000000	697161908.000000	403180056.000000	46633848.000000	28537.000000	18077.000000	2809.000000	199.000000	188.000000	14.000000	156.000000	134.000000	14.000000	1301.000000	10.000000	
439	2019-08-21 17:15:39	220.000000	697162014.000000	403180113.000000	46633854.000000	28643.000000	18134.000000	2815.000000	129.000000	55.000000	8.000000	212.000000	114.000000	12.000000	1301.000000	10.000000	
440	2019-08-21 17:15:39	220.000000	697162077.000000	403180155.000000	46633861.000000	28706.000000	18176.000000	2822.000000	132.000000	83.000000	13.000000	126.000000	84.000000	14.000000	1301.000000	10.000000	
