Count	Timestamp	Time since start (s)		Cray node E (J)	Cray cpu E (J)	Cray memory E (J)	Cray node E since start (J)	Cray cpu E since start (J)	Cray memory E since start (J)	Cray node P (W)	Cray cpu P (W)	Cray memory P (W)	Cray node P calc (W)	Cray cpu P calc (W)	Cray memory P calc (W)	Cpufreq frequency (MHz)	Cray frequency (MHz)	
--- EMON TAG START: application_summary
490	2019-08-21 17:16:04	245.000000	697166256.000000	403183045.000000	46634202.000000	32885.000000	21066.000000	3163.000000	155.000000	125.000000	23.000000	170.000000	102.000000	16.000000	1301.000000	10.000000	
491	2019-08-21 17:16:05	246.000000	697166333.000000	403183088.000000	46634208.000000	32962.000000	21109.000000	3169.000000	132.000000	82.000000	13.000000	154.000000	86.000000	12.000000	1301.000000	10.000000	
492	2019-08-21 17:16:05	246.000000	697166408.000000	403183154.000000	46634215.000000	33037.000000	21175.000000	3176.000000	168.000000	188.000000	13.000000	150.000000	132.000000	14.000000	1301.000000	10.000000	
493	2019-08-21 17:16:06	247.000000	697166515.000000	403183214.000000	46634221.000000	33144.000000	21235.000000	3182.000000	129.000000	83.000000	13.000000	214.000000	120.000000	12.000000	1301.000000	10.000000	
494	2019-08-21 17:16:06	247.000000	697166581.000000	403183255.000000	46634228.000000	33210.000000	21276.000000	3189.000000	131.000000	83.000000	13.000000	132.000000	82.000000	14.000000	1301.000000	10.000000	
495	2019-08-21 17:16:07	248.000000	697166658.000000	403183314.000000	46634235.000000	33287.000000	21335.000000	3196.000000	170.000000	111.000000	13.000000	154.000000	118.000000	14.000000	1301.000000	10.000000	
496	2019-08-21 17:16:07	248.000000	697166750.000000	403183384.000000	46634241.000000	33379.000000	21405.000000	3202.000000	198.000000	122.000000	13.000000	184.000000	140.000000	12.000000	1301.000000	10.000000	
497	2019-08-21 17:16:08	249.000000	697166831.000000	403183443.000000	46634248.000000	33460.000000	21464.000000	3209.000000	156.000000	108.000000	15.000000	162.000000	118.000000	14.000000	1301.000000	10.000000	
498	2019-08-21 17:16:08	249.000000	697166924.000000	403183513.000000	46634255.000000	33553.000000	21534.000000	3216.000000	199.000000	147.000000	13.000000	186.000000	140.000000	14.000000	1301.000000	10.000000	
499	2019-08-21 17:16:09	250.000000	697167007.000000	403183564.000000	46634261.000000	33636.000000	21585.000000	3222.000000	143.000000	81.000000	13.000000	166.000000	102.000000	12.000000	1301.000000	10.000000	
500	2019-08-21 17:16:09	250.000000	697167082.000000	403183613.000000	46634268.000000	33711.000000	21634.000000	3229.000000	134.000000	83.000000	13.000000	150.000000	98.000000	14.000000	1301.000000	10.000000	
501	2019-08-21 17:16:10	251.000000	697167162.000000	403183682.000000	46634275.000000	33791.000000	21703.000000	3236.000000	211.000000	188.000000	13.000000	160.000000	138.000000	14.000000	1301.000000	10.000000	
502	2019-08-21 17:16:10	251.000000	697167259.000000	403183739.000000	46634281.000000	33888.000000	21760.000000	3242.000000	131.000000	83.000000	13.000000	194.000000	114.000000	12.000000	1301.000000	10.000000	
503	2019-08-21 17:16:11	252.000000	697167325.000000	403183781.000000	46634288.000000	33954.000000	21802.000000	3249.000000	132.000000	82.000000	13.000000	132.000000	84.000000	14.000000	1301.000000	10.000000	
504	2019-08-21 17:16:11	252.000000	697167406.000000	403183846.000000	46634295.000000	34035.000000	21867.000000	3256.000000	147.000000	130.000000	13.000000	162.000000	130.000000	14.000000	1301.000000	10.000000	
505	2019-08-21 17:16:12	253.000000	697167501.000000	403183915.000000	46634301.000000	34130.000000	21936.000000	3262.000000	180.000000	111.000000	13.000000	190.000000	138.000000	12.000000	1301.000000	10.000000	
506	2019-08-21 17:16:12	253.000000	697167583.000000	403183972.000000	46634308.000000	34212.000000	21993.000000	3269.000000	175.000000	117.000000	13.000000	164.000000	114.000000	14.000000	1301.000000	10.000000	
507	2019-08-21 17:16:13	254.000000	697167679.000000	403184043.000000	46634315.000000	34308.000000	22064.000000	3276.000000	200.000000	113.000000	13.000000	192.000000	142.000000	14.000000	1301.000000	10.000000	
508	2019-08-21 17:16:13	254.000000	697167763.000000	403184098.000000	46634321.000000	34392.000000	22119.000000	3282.000000	176.000000	163.000000	16.000000	168.000000	110.000000	12.000000	1301.000000	10.000000	
509	2019-08-21 17:16:14	255.000000	697167834.000000	403184142.000000	46634328.000000	34463.000000	22163.000000	3289.000000	133.000000	81.000000	13.000000	142.000000	88.000000	14.000000	1301.000000	10.000000	
510	2019-08-21 17:16:14	255.000000	697167931.000000	403184220.000000	46634335.000000	34560.000000	22241.000000	3296.000000	252.000000	169.000000	13.000000	194.000000	156.000000	14.000000	1301.000000	10.000000	
511	2019-08-21 17:16:15	256.000000	697168012.000000	403184267.000000	46634341.000000	34641.000000	22288.000000	3302.000000	92.000000	82.000000	13.000000	162.000000	94.000000	12.000000	1301.000000	10.000000	
512	2019-08-21 17:16:15	256.000000	697168077.000000	403184308.000000	46634347.000000	34706.000000	22329.000000	3308.000000	131.000000	82.000000	13.000000	130.000000	82.000000	12.000000	1301.000000	10.000000	
513	2019-08-21 17:16:16	257.000000	697168154.000000	403184361.000000	46634355.000000	34783.000000	22382.000000	3316.000000	154.000000	117.000000	13.000000	154.000000	106.000000	16.000000	1301.000000	10.000000	
514	2019-08-21 17:16:16	257.000000	697168246.000000	403184431.000000	46634361.000000	34875.000000	22452.000000	3322.000000	184.000000	111.000000	13.000000	184.000000	140.000000	12.000000	1301.000000	10.000000	
515	2019-08-21 17:16:17	258.000000	697168328.000000	403184484.000000	46634368.000000	34957.000000	22505.000000	3329.000000	170.000000	137.000000	13.000000	164.000000	106.000000	14.000000	1301.000000	10.000000	
516	2019-08-21 17:16:17	258.000000	697168422.000000	403184555.000000	46634375.000000	35051.000000	22576.000000	3336.000000	201.000000	148.000000	14.000000	188.000000	142.000000	14.000000	1301.000000	10.000000	
517	2019-08-21 17:16:18	259.000000	697168503.000000	403184605.000000	46634382.000000	35132.000000	22626.000000	3343.000000	162.000000	82.000000	13.000000	162.000000	100.000000	14.000000	1301.000000	10.000000	
518	2019-08-21 17:16:18	259.000000	697168577.000000	403184649.000000	46634389.000000	35206.000000	22670.000000	3350.000000	133.000000	85.000000	13.000000	148.000000	88.000000	14.000000	1301.000000	10.000000	
519	2019-08-21 17:16:19	260.000000	697168662.000000	403184722.000000	46634396.000000	35291.000000	22743.000000	3357.000000	254.000000	189.000000	14.000000	170.000000	146.000000	14.000000	1301.000000	10.000000	
520	2019-08-21 17:16:19	260.000000	697168756.000000	403184775.000000	46634402.000000	35385.000000	22796.000000	3363.000000	124.000000	75.000000	13.000000	188.000000	106.000000	12.000000	1301.000000	10.000000	
521	2019-08-21 17:16:20	261.000000	697168820.000000	403184816.000000	46634408.000000	35449.000000	22837.000000	3369.000000	131.000000	82.000000	13.000000	128.000000	82.000000	12.000000	1301.000000	10.000000	
522	2019-08-21 17:16:20	261.000000	697168896.000000	403184865.000000	46634415.000000	35525.000000	22886.000000	3376.000000	154.000000	118.000000	13.000000	152.000000	98.000000	14.000000	1301.000000	10.000000	
523	2019-08-21 17:16:21	262.000000	697168988.000000	403184934.000000	46634421.000000	35617.000000	22955.000000	3382.000000	198.000000	111.000000	13.000000	184.000000	138.000000	12.000000	1301.000000	10.000000	
524	2019-08-21 17:16:21	262.000000	697169070.000000	403184992.000000	46634428.000000	35699.000000	23013.000000	3389.000000	165.000000	138.000000	19.000000	164.000000	116.000000	14.000000	1301.000000	10.000000	
525	2019-08-21 17:16:22	263.000000	697169164.000000	403185063.000000	46634436.000000	35793.000000	23084.000000	3397.000000	201.000000	147.000000	15.000000	188.000000	142.000000	16.000000	1301.000000	10.000000	
526	2019-08-21 17:16:22	263.000000	697169245.000000	403185119.000000	46634443.000000	35874.000000	23140.000000	3404.000000	144.000000	141.000000	16.000000	162.000000	112.000000	14.000000	1301.000000	10.000000	
527	2019-08-21 17:16:23	264.000000	697169325.000000	403185168.000000	46634449.000000	35954.000000	23189.000000	3410.000000	134.000000	84.000000	13.000000	160.000000	98.000000	12.000000	1301.000000	10.000000	
528	2019-08-21 17:16:23	264.000000	697169405.000000	403185237.000000	46634456.000000	36034.000000	23258.000000	3417.000000	231.000000	187.000000	14.000000	160.000000	138.000000	14.000000	1301.000000	10.000000	
529	2019-08-21 17:16:24	265.000000	697169507.000000	403185297.000000	46634462.000000	36136.000000	23318.000000	3423.000000	138.000000	83.000000	13.000000	204.000000	120.000000	12.000000	1301.000000	10.000000	
530	2019-08-21 17:16:24	265.000000	697169573.000000	403185339.000000	46634469.000000	36202.000000	23360.000000	3430.000000	131.000000	82.000000	13.000000	132.000000	84.000000	14.000000	1301.000000	10.000000	
531	2019-08-21 17:16:25	266.000000	697169651.000000	403185396.000000	46634476.000000	36280.000000	23417.000000	3437.000000	178.000000	110.000000	13.000000	156.000000	114.000000	14.000000	1301.000000	10.000000	
532	2019-08-21 17:16:25	266.000000	697169743.000000	403185466.000000	46634483.000000	36372.000000	23487.000000	3444.000000	197.000000	120.000000	13.000000	184.000000	140.000000	14.000000	1301.000000	10.000000	
533	2019-08-21 17:16:26	267.000000	697169822.000000	403185515.000000	46634489.000000	36451.000000	23536.000000	3450.000000	152.000000	82.000000	13.000000	158.000000	98.000000	12.000000	1301.000000	10.000000	
534	2019-08-21 17:16:26	267.000000	697169913.000000	403185583.000000	46634496.000000	36542.000000	23604.000000	3457.000000	201.000000	147.000000	14.000000	182.000000	136.000000	14.000000	1301.000000	10.000000	
535	2019-08-21 17:16:27	268.000000	697170001.000000	403185646.000000	46634503.000000	36630.000000	23667.000000	3464.000000	150.000000	141.000000	17.000000	176.000000	126.000000	14.000000	1301.000000	10.000000	
536	2019-08-21 17:16:27	268.000000	697170081.000000	403185696.000000	46634510.000000	36710.000000	23717.000000	3471.000000	133.000000	82.000000	13.000000	160.000000	100.000000	14.000000	1301.000000	10.000000	
537	2019-08-21 17:16:28	269.000000	697170160.000000	403185763.000000	46634517.000000	36789.000000	23784.000000	3478.000000	230.000000	187.000000	14.000000	158.000000	134.000000	14.000000	1301.000000	10.000000	
538	2019-08-21 17:16:28	269.000000	697170262.000000	403185824.000000	46634524.000000	36891.000000	23845.000000	3485.000000	139.000000	82.000000	13.000000	204.000000	122.000000	14.000000	1301.000000	10.000000	
539	2019-08-21 17:16:29	270.000000	697170329.000000	403185865.000000	46634530.000000	36958.000000	23886.000000	3491.000000	131.000000	82.000000	13.000000	134.000000	82.000000	12.000000	1301.000000	10.000000	
540	2019-08-21 17:16:29	270.000000	697170407.000000	403185924.000000	46634537.000000	37036.000000	23945.000000	3498.000000	162.000000	117.000000	14.000000	156.000000	118.000000	14.000000	1301.000000	10.000000	
541	2019-08-21 17:16:30	271.000000	697170501.000000	403185994.000000	46634543.000000	37130.000000	24015.000000	3504.000000	197.000000	112.000000	13.000000	188.000000	140.000000	12.000000	1301.000000	10.000000	
542	2019-08-21 17:16:30	271.000000	697170576.000000	403186047.000000	46634551.000000	37205.000000	24068.000000	3512.000000	170.000000	91.000000	23.000000	150.000000	106.000000	16.000000	1301.000000	10.000000	
543	2019-08-21 17:16:31	272.000000	697170668.000000	403186118.000000	46634558.000000	37297.000000	24139.000000	3519.000000	201.000000	147.000000	15.000000	184.000000	142.000000	14.000000	1301.000000	10.000000	
544	2019-08-21 17:16:31	272.000000	697170751.000000	403186169.000000	46634565.000000	37380.000000	24190.000000	3526.000000	162.000000	91.000000	13.000000	166.000000	102.000000	14.000000	1301.000000	10.000000	
545	2019-08-21 17:16:32	273.000000	697170827.000000	403186220.000000	46634572.000000	37456.000000	24241.000000	3533.000000	132.000000	92.000000	13.000000	152.000000	102.000000	14.000000	1301.000000	10.000000	
546	2019-08-21 17:16:32	273.000000	697170911.000000	403186289.000000	46634578.000000	37540.000000	24310.000000	3539.000000	254.000000	188.000000	14.000000	168.000000	138.000000	12.000000	1301.000000	10.000000	
547	2019-08-21 17:16:33	274.000000	697171008.000000	403186347.000000	46634585.000000	37637.000000	24368.000000	3546.000000	130.000000	82.000000	13.000000	194.000000	116.000000	14.000000	1301.000000	10.000000	
548	2019-08-21 17:16:33	274.000000	697171075.000000	403186388.000000	46634592.000000	37704.000000	24409.000000	3553.000000	131.000000	82.000000	13.000000	134.000000	82.000000	14.000000	1301.000000	10.000000	
549	2019-08-21 17:16:34	275.000000	697171154.000000	403186447.000000	46634600.000000	37783.000000	24468.000000	3561.000000	163.000000	117.000000	13.000000	158.000000	118.000000	16.000000	1301.000000	10.000000	
550	2019-08-21 17:16:34	275.000000	697171248.000000	403186516.000000	46634606.000000	37877.000000	24537.000000	3567.000000	197.000000	111.000000	13.000000	188.000000	138.000000	12.000000	1301.000000	10.000000	
551	2019-08-21 17:16:35	276.000000	697171326.000000	403186576.000000	46634613.000000	37955.000000	24597.000000	3574.000000	162.000000	170.000000	14.000000	156.000000	120.000000	14.000000	1301.000000	10.000000	
552	2019-08-21 17:16:35	276.000000	697171421.000000	403186646.000000	46634621.000000	38050.000000	24667.000000	3582.000000	200.000000	149.000000	18.000000	190.000000	140.000000	16.000000	1301.000000	10.000000	
553	2019-08-21 17:16:36	277.000000	697171505.000000	403186697.000000	46634627.000000	38134.000000	24718.000000	3588.000000	172.000000	83.000000	13.000000	168.000000	102.000000	12.000000	1301.000000	10.000000	
554	2019-08-21 17:16:36	277.000000	697171581.000000	403186746.000000	46634634.000000	38210.000000	24767.000000	3595.000000	132.000000	82.000000	13.000000	152.000000	98.000000	14.000000	1301.000000	10.000000	
555	2019-08-21 17:16:37	278.000000	697171661.000000	403186815.000000	46634641.000000	38290.000000	24836.000000	3602.000000	192.000000	188.000000	14.000000	160.000000	138.000000	14.000000	1301.000000	10.000000	
556	2019-08-21 17:16:37	278.000000	697171756.000000	403186873.000000	46634647.000000	38385.000000	24894.000000	3608.000000	131.000000	83.000000	13.000000	190.000000	116.000000	12.000000	1301.000000	10.000000	
557	2019-08-21 17:16:38	279.000000	697171823.000000	403186914.000000	46634654.000000	38452.000000	24935.000000	3615.000000	131.000000	82.000000	13.000000	134.000000	82.000000	14.000000	1301.000000	10.000000	
558	2019-08-21 17:16:38	279.000000	697171904.000000	403186975.000000	46634661.000000	38533.000000	24996.000000	3622.000000	154.000000	91.000000	13.000000	162.000000	122.000000	14.000000	1301.000000	10.000000	
559	2019-08-21 17:16:39	280.000000	697171999.000000	403187044.000000	46634668.000000	38628.000000	25065.000000	3629.000000	190.000000	111.000000	13.000000	190.000000	138.000000	14.000000	1301.000000	10.000000	
560	2019-08-21 17:16:39	280.000000	697172074.000000	403187100.000000	46634674.000000	38703.000000	25121.000000	3635.000000	147.000000	132.000000	14.000000	150.000000	112.000000	12.000000	1301.000000	10.000000	
561	2019-08-21 17:16:40	281.000000	697172171.000000	403187170.000000	46634682.000000	38800.000000	25191.000000	3643.000000	199.000000	115.000000	13.000000	194.000000	140.000000	16.000000	1301.000000	10.000000	
562	2019-08-21 17:16:40	281.000000	697172252.000000	403187225.000000	46634691.000000	38881.000000	25246.000000	3652.000000	162.000000	105.000000	29.000000	162.000000	110.000000	18.000000	1301.000000	10.000000	
563	2019-08-21 17:16:41	282.000000	697172327.000000	403187267.000000	46634697.000000	38956.000000	25288.000000	3658.000000	132.000000	83.000000	13.000000	150.000000	84.000000	12.000000	1301.000000	10.000000	
564	2019-08-21 17:16:41	282.000000	697172418.000000	403187342.000000	46634704.000000	39047.000000	25363.000000	3665.000000	236.000000	188.000000	14.000000	182.000000	150.000000	14.000000	1301.000000	10.000000	
565	2019-08-21 17:16:42	283.000000	697172508.000000	403187392.000000	46634711.000000	39137.000000	25413.000000	3672.000000	137.000000	83.000000	13.000000	180.000000	100.000000	14.000000	1301.000000	10.000000	
566	2019-08-21 17:16:42	283.000000	697172573.000000	403187436.000000	46634717.000000	39202.000000	25457.000000	3678.000000	131.000000	107.000000	13.000000	130.000000	88.000000	12.000000	1301.000000	10.000000	
567	2019-08-21 17:16:43	284.000000	697172652.000000	403187491.000000	46634724.000000	39281.000000	25512.000000	3685.000000	154.000000	117.000000	13.000000	158.000000	110.000000	14.000000	1301.000000	10.000000	
568	2019-08-21 17:16:43	284.000000	697172748.000000	403187561.000000	46634730.000000	39377.000000	25582.000000	3691.000000	187.000000	112.000000	13.000000	192.000000	140.000000	12.000000	1301.000000	10.000000	
569	2019-08-21 17:16:44	285.000000	697172828.000000	403187617.000000	46634737.000000	39457.000000	25638.000000	3698.000000	165.000000	117.000000	13.000000	160.000000	112.000000	14.000000	1301.000000	10.000000	
570	2019-08-21 17:16:44	285.000000	697172923.000000	403187687.000000	46634744.000000	39552.000000	25708.000000	3705.000000	192.000000	112.000000	13.000000	190.000000	140.000000	14.000000	1301.000000	10.000000	
571	2019-08-21 17:16:45	286.000000	697173006.000000	403187743.000000	46634751.000000	39635.000000	25764.000000	3712.000000	170.000000	162.000000	16.000000	166.000000	112.000000	14.000000	1301.000000	10.000000	
572	2019-08-21 17:16:45	286.000000	697173078.000000	403187785.000000	46634757.000000	39707.000000	25806.000000	3718.000000	131.000000	81.000000	13.000000	144.000000	84.000000	12.000000	1301.000000	10.000000	
573	2019-08-21 17:16:46	287.000000	697173171.000000	403187863.000000	46634764.000000	39800.000000	25884.000000	3725.000000	254.000000	169.000000	14.000000	186.000000	156.000000	14.000000	1301.000000	10.000000	
574	2019-08-21 17:16:46	287.000000	697173253.000000	403187912.000000	46634770.000000	39882.000000	25933.000000	3731.000000	125.000000	83.000000	13.000000	164.000000	98.000000	12.000000	1301.000000	10.000000	
575	2019-08-21 17:16:47	288.000000	697173335.000000	403187974.000000	46634778.000000	39964.000000	25995.000000	3739.000000	157.000000	170.000000	14.000000	164.000000	124.000000	16.000000	1301.000000	10.000000	
576	2019-08-21 17:16:47	288.000000	697173402.000000	403188021.000000	46634784.000000	40031.000000	26042.000000	3745.000000	172.000000	145.000000	13.000000	134.000000	94.000000	12.000000	1301.000000	10.000000	
577	2019-08-21 17:16:48	289.000000	697173497.000000	403188087.000000	46634790.000000	40126.000000	26108.000000	3751.000000	161.000000	111.000000	13.000000	190.000000	132.000000	12.000000	1301.000000	10.000000	
578	2019-08-21 17:16:48	289.000000	697173576.000000	403188141.000000	46634797.000000	40205.000000	26162.000000	3758.000000	187.000000	126.000000	21.000000	158.000000	108.000000	14.000000	1301.000000	10.000000	
579	2019-08-21 17:16:49	290.000000	697173672.000000	403188208.000000	46634804.000000	40301.000000	26229.000000	3765.000000	172.000000	112.000000	13.000000	192.000000	134.000000	14.000000	1301.000000	10.000000	
580	2019-08-21 17:16:49	290.000000	697173752.000000	403188260.000000	46634811.000000	40381.000000	26281.000000	3772.000000	157.000000	92.000000	13.000000	160.000000	104.000000	14.000000	1301.000000	10.000000	
581	2019-08-21 17:16:50	291.000000	697173824.000000	403188306.000000	46634817.000000	40453.000000	26327.000000	3778.000000	134.000000	118.000000	13.000000	144.000000	92.000000	12.000000	1301.000000	10.000000	
582	2019-08-21 17:16:50	291.000000	697173932.000000	403188390.000000	46634824.000000	40561.000000	26411.000000	3785.000000	252.000000	160.000000	13.000000	216.000000	168.000000	14.000000	1301.000000	10.000000	
583	2019-08-21 17:16:51	292.000000	697174005.000000	403188432.000000	46634830.000000	40634.000000	26453.000000	3791.000000	132.000000	83.000000	13.000000	146.000000	84.000000	12.000000	1301.000000	10.000000	
584	2019-08-21 17:16:51	292.000000	697174073.000000	403188482.000000	46634837.000000	40702.000000	26503.000000	3798.000000	155.000000	157.000000	17.000000	136.000000	100.000000	14.000000	1301.000000	10.000000	
585	2019-08-21 17:16:52	293.000000	697174160.000000	403188543.000000	46634844.000000	40789.000000	26564.000000	3805.000000	197.000000	145.000000	13.000000	174.000000	122.000000	14.000000	1301.000000	10.000000	
586	2019-08-21 17:16:52	293.000000	697174250.000000	403188603.000000	46634850.000000	40879.000000	26624.000000	3811.000000	148.000000	81.000000	13.000000	180.000000	120.000000	12.000000	1301.000000	10.000000	
587	2019-08-21 17:16:53	294.000000	697174331.000000	403188662.000000	46634857.000000	40960.000000	26683.000000	3818.000000	184.000000	146.000000	14.000000	162.000000	118.000000	14.000000	1301.000000	10.000000	
588	2019-08-21 17:16:53	294.000000	697174427.000000	403188729.000000	46634864.000000	41056.000000	26750.000000	3825.000000	187.000000	112.000000	13.000000	192.000000	134.000000	14.000000	1301.000000	10.000000	
589	2019-08-21 17:16:54	295.000000	697174511.000000	403188779.000000	46634873.000000	41140.000000	26800.000000	3834.000000	187.000000	93.000000	13.000000	168.000000	100.000000	18.000000	1301.000000	10.000000	
590	2019-08-21 17:16:54	295.000000	697174577.000000	403188822.000000	46634879.000000	41206.000000	26843.000000	3840.000000	132.000000	108.000000	14.000000	132.000000	86.000000	12.000000	1301.000000	10.000000	
591	2019-08-21 17:16:55	296.000000	697174689.000000	403188903.000000	46634886.000000	41318.000000	26924.000000	3847.000000	236.000000	82.000000	13.000000	224.000000	162.000000	14.000000	1301.000000	10.000000	
592	2019-08-21 17:16:55	296.000000	697174757.000000	403188943.000000	46634892.000000	41386.000000	26964.000000	3853.000000	131.000000	83.000000	13.000000	136.000000	80.000000	12.000000	1301.000000	10.000000	
593	2019-08-21 17:16:56	297.000000	697174822.000000	403188983.000000	46634898.000000	41451.000000	27004.000000	3859.000000	146.000000	84.000000	14.000000	130.000000	80.000000	12.000000	1301.000000	10.000000	
594	2019-08-21 17:16:56	297.000000	697174909.000000	403189044.000000	46634905.000000	41538.000000	27065.000000	3866.000000	193.000000	146.000000	13.000000	174.000000	122.000000	14.000000	1301.000000	10.000000	
595	2019-08-21 17:16:57	298.000000	697175001.000000	403189104.000000	46634911.000000	41630.000000	27125.000000	3872.000000	157.000000	82.000000	13.000000	184.000000	120.000000	12.000000	1301.000000	10.000000	
596	2019-08-21 17:16:57	298.000000	697175079.000000	403189161.000000	46634918.000000	41708.000000	27182.000000	3879.000000	159.000000	147.000000	16.000000	156.000000	114.000000	14.000000	1301.000000	10.000000	
597	2019-08-21 17:16:58	299.000000	697175177.000000	403189227.000000	46634925.000000	41806.000000	27248.000000	3886.000000	199.000000	112.000000	13.000000	196.000000	132.000000	14.000000	1301.000000	10.000000	
598	2019-08-21 17:16:58	299.000000	697175256.000000	403189281.000000	46634933.000000	41885.000000	27302.000000	3894.000000	163.000000	82.000000	13.000000	158.000000	108.000000	16.000000	1301.000000	10.000000	
599	2019-08-21 17:16:59	300.000000	697175327.000000	403189324.000000	46634939.000000	41956.000000	27345.000000	3900.000000	132.000000	99.000000	13.000000	142.000000	86.000000	12.000000	1301.000000	10.000000	
600	2019-08-21 17:16:59	300.000000	697175429.000000	403189409.000000	46634946.000000	42058.000000	27430.000000	3907.000000	250.000000	169.000000	13.000000	204.000000	170.000000	14.000000	1301.000000	10.000000	
601	2019-08-21 17:17:00	301.000000	697175509.000000	403189451.000000	46634952.000000	42138.000000	27472.000000	3913.000000	131.000000	83.000000	13.000000	160.000000	84.000000	12.000000	1301.000000	10.000000	
602	2019-08-21 17:17:00	301.000000	697175577.000000	403189502.000000	46634959.000000	42206.000000	27523.000000	3920.000000	154.000000	167.000000	14.000000	136.000000	102.000000	14.000000	1301.000000	10.000000	
603	2019-08-21 17:17:01	302.000000	697175663.000000	403189563.000000	46634965.000000	42292.000000	27584.000000	3926.000000	197.000000	147.000000	13.000000	172.000000	122.000000	12.000000	1301.000000	10.000000	
604	2019-08-21 17:17:01	302.000000	697175755.000000	403189624.000000	46634972.000000	42384.000000	27645.000000	3933.000000	162.000000	96.000000	13.000000	184.000000	122.000000	14.000000	1301.000000	10.000000	
605	2019-08-21 17:17:02	303.000000	697175837.000000	403189685.000000	46634978.000000	42466.000000	27706.000000	3939.000000	182.000000	148.000000	14.000000	164.000000	122.000000	12.000000	1301.000000	10.000000	
606	2019-08-21 17:17:02	303.000000	697175933.000000	403189745.000000	46634985.000000	42562.000000	27766.000000	3946.000000	162.000000	82.000000	13.000000	192.000000	120.000000	14.000000	1301.000000	10.000000	
607	2019-08-21 17:17:03	304.000000	697176015.000000	403189798.000000	46634992.000000	42644.000000	27819.000000	3953.000000	147.000000	82.000000	13.000000	164.000000	106.000000	14.000000	1301.000000	10.000000	
608	2019-08-21 17:17:03	304.000000	697176084.000000	403189847.000000	46634998.000000	42713.000000	27868.000000	3959.000000	162.000000	118.000000	14.000000	138.000000	98.000000	12.000000	1301.000000	10.000000	
609	2019-08-21 17:17:04	305.000000	697176192.000000	403189921.000000	46635005.000000	42821.000000	27942.000000	3966.000000	171.000000	81.000000	13.000000	216.000000	148.000000	14.000000	1301.000000	10.000000	
610	2019-08-21 17:17:04	305.000000	697176257.000000	403189961.000000	46635011.000000	42886.000000	27982.000000	3972.000000	131.000000	83.000000	13.000000	130.000000	80.000000	12.000000	1301.000000	10.000000	
611	2019-08-21 17:17:05	306.000000	697176328.000000	403190009.000000	46635018.000000	42957.000000	28030.000000	3979.000000	161.000000	119.000000	14.000000	142.000000	96.000000	14.000000	1301.000000	10.000000	
612	2019-08-21 17:17:05	306.000000	697176415.000000	403190079.000000	46635024.000000	43044.000000	28100.000000	3985.000000	189.000000	146.000000	13.000000	174.000000	140.000000	12.000000	1301.000000	10.000000	
613	2019-08-21 17:17:06	307.000000	697176506.000000	403190136.000000	46635030.000000	43135.000000	28157.000000	3991.000000	160.000000	118.000000	13.000000	182.000000	114.000000	12.000000	1301.000000	10.000000	
614	2019-08-21 17:17:06	307.000000	697176590.000000	403190206.000000	46635038.000000	43219.000000	28227.000000	3999.000000	188.000000	147.000000	14.000000	168.000000	140.000000	16.000000	1301.000000	10.000000	
615	2019-08-21 17:17:07	308.000000	697176685.000000	403190269.000000	46635046.000000	43314.000000	28290.000000	4007.000000	162.000000	108.000000	27.000000	190.000000	126.000000	16.000000	1301.000000	10.000000	
616	2019-08-21 17:17:07	308.000000	697176766.000000	403190316.000000	46635053.000000	43395.000000	28337.000000	4014.000000	135.000000	84.000000	13.000000	162.000000	94.000000	14.000000	1301.000000	10.000000	
617	2019-08-21 17:17:08	309.000000	697176835.000000	403190370.000000	46635060.000000	43464.000000	28391.000000	4021.000000	169.000000	183.000000	14.000000	138.000000	108.000000	14.000000	1301.000000	10.000000	
618	2019-08-21 17:17:08	309.000000	697176945.000000	403190441.000000	46635066.000000	43574.000000	28462.000000	4027.000000	143.000000	81.000000	13.000000	220.000000	142.000000	12.000000	1301.000000	10.000000	
619	2019-08-21 17:17:09	310.000000	697177007.000000	403190476.000000	46635072.000000	43636.000000	28497.000000	4033.000000	132.000000	83.000000	13.000000	124.000000	70.000000	12.000000	1301.000000	10.000000	
620	2019-08-21 17:17:09	310.000000	697177072.000000	403190518.000000	46635078.000000	43701.000000	28539.000000	4039.000000	131.000000	83.000000	14.000000	130.000000	84.000000	12.000000	1301.000000	10.000000	
621	2019-08-21 17:17:10	311.000000	697177157.000000	403190579.000000	46635085.000000	43786.000000	28600.000000	4046.000000	179.000000	146.000000	13.000000	170.000000	122.000000	14.000000	1301.000000	10.000000	
622	2019-08-21 17:17:10	311.000000	697177251.000000	403190638.000000	46635091.000000	43880.000000	28659.000000	4052.000000	161.000000	81.000000	13.000000	188.000000	118.000000	12.000000	1301.000000	10.000000	
623	2019-08-21 17:17:11	312.000000	697177329.000000	403190696.000000	46635098.000000	43958.000000	28717.000000	4059.000000	179.000000	146.000000	14.000000	156.000000	116.000000	14.000000	1301.000000	10.000000	
624	2019-08-21 17:17:11	312.000000	697177426.000000	403190762.000000	46635105.000000	44055.000000	28783.000000	4066.000000	178.000000	112.000000	13.000000	194.000000	132.000000	14.000000	1301.000000	10.000000	
625	2019-08-21 17:17:12	313.000000	697177508.000000	403190815.000000	46635112.000000	44137.000000	28836.000000	4073.000000	187.000000	83.000000	13.000000	164.000000	106.000000	14.000000	1301.000000	10.000000	
